Unnamed: 0,ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor
8022.0,Konigswartha1813,Germany,51.3107087,14.3310113,541,Konigswartha,1813,"['Italian', 'Konigswartha', 'Italian', 'Russians', 'Greece', 'Florina', 'Communist', 'Albanian', 'Grevena', 'Vaphiadis', 'Florina', 'US']",Napoleonic Wars (War of Liberation),"France, Italian allies",Russia,,,2.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p133",,
8084.0,Kovno1812,Lithuania,54.8985207,23.9035965,545,Kovno,1812,"['Napoleonic', 'Russian', 'Moscow', 'Marshal Joachim', 'Kovno']",Napoleonic Wars (Russian Campaign),Russia,France,,,,Land,,No,,,
8100.0,Krasnoye (1st)1812,Russia,54.5703093,31.442159,546,Krasnoye (1st),1812,"['Napoleonic', 'Russian', 'Russia', 'Smolensk', 'Dnieper', 'Krasnoye', 'Russians', 'Russians']",Napoleonic Wars (Russian Campaign),France,Russia,,,3.0,Land,,No,"The Field and the Forge, Landers, p321",,
8102.0,Krasnoye (2nd)1812,Russia,59.7343847,30.084445,546,Krasnoye (2nd),1812,"['Napoleonic', 'Russian', 'Moscow', 'Russians', 'French', 'Smolensk', 'Krasnoye', 'French', 'Berezina']",Napoleonic Wars (Russian Campaign),France,Russia,,,3.0,Land,,No,"The Field and the Forge, Landers, p321",,
8172.0,Kulm1813,Czech Republic,50.6997248,13.9396517,551,Kulm,1813,"['Dresden', 'French', 'Austrian', 'Prussian-Russian', 'Bohemia', 'Vandamme']",Napoleonic Wars (War of Liberation),"Austria, Russia, Prussia",France,,,4.0,Land,,No,"The Field and the Forge, Landers, p392",,
8258.0,La Bisbal1810,Spain,41.9586,3.0398,557,La Bisbal,1810,"['French', 'Spanish', 'Catalonia', 'Gerona']",Napoleonic Wars,Spain,France,,,2.0,Land,,No,,,
8266.0,La Carolina1810,Spain,38.2743,-3.6142,558,La Carolina,1810,"['La Carolina', 'Napoleonic', 'Spanish', 'French']",Napoleonic Wars (Peninsula War),France,Spain,,,,Land,,No,,,
8296.0,La Fere-Champenoise1814,France,48.7551,3.9911,560,La Fere-Champenoise,1814,"['Napoleonic', 'French', 'Paris', 'French', 'Paris']",Napoleonic Wars (French Campaign),"Austria, Russia",France,,,4.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p553",,
8400.0,Landshut1809,Germany,48.5441917,12.1468532,567,Landshut,1809,"['Napoleonic', 'Austrian', 'Bavaria', 'Austrian', 'Landshut', 'French']",Napoleonic Wars (4th Coalition),France,Austria,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p522",,
8436.0,Laon1814,France,49.564133,3.61989,569,Laon,1814,"['Napoleonic', 'French', 'Craonne', 'Paris', 'Bluchers', 'Russian', 'Paris']",Napoleonic Wars,"Prussia, Russia",France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p552",,
8452.0,Lapuu1808,Finland,62.9718549,22.9785798,570,Lapuu,1808,[],Napoleonic War,Sweden,Russia,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p567",,
8478.0,La Rothiere1814,France,48.3457,4.5588,572,La Rothiere,1814,"['Napoleonic', 'French', 'Brienne', 'Paris', 'Prussians', 'Russians', 'French', 'Paris']",Napoleonic Wars,"Prussia, Russia",France,,,4.0,Land,,No,"The Field and the Forge, Landers, p392; Clodfelter, Warfare and Armed Conflict, p166",,
8484.0,La Salud1813,Spain,41.412396,2.1506394,572,La Salud,1813,"['Napoleonic', 'Vitoria', 'French', 'Barcelona', 'Spanish']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
8494.0,La Souffel1815,France,48.6356,7.7417,573,La Souffel,1815,"['French', 'Austrian', 'La Souffel']",Napoleonic Wars,France,Habsburg Empire,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p558",,
,Laubressel1814,France,48.30192,4.1959557,"Clodfelter, p167",Laubressel,1814,,Napoleonic Wars (War of Liberation),Habsburg Empire,France,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p167",,
8576.0,Leipzig1813,Germany,51.313061,12.4083035,578,Leipzig,1813,"['Napoleonic', 'Leipzig']",Napoleonic Wars,"Austria, Russia, Prussia, Sweden",France,,,4.0,Land,LPZ1813,No,"The Field and the Forge, Landers, p392",,
,Leitzkau1813,Germany,52.0408639,11.9624217,"Harbottle, p144",Leitzkau,1813,,Napoleonic Wars,"Prussia, Russia",France,,,2.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p144",,
,Lemo1808,Finland,60.5686138,21.9616221,"Showalter, p567",Lemo,1808,,Napoleonic Wars (Russo-Swedish War),Russia,Sweden,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p567",,
8614.0,Lequeitio1812,Spain,43.3672101,-2.5074163,581,Lequeitio,1812,"['Spain', 'British', 'Spanish', 'San Sebastian', 'Guetaria']",Napoleonic Wars,"United Kingdom, Spain",France,,,,Land,,No,,,
8628.0,Lerida1810,Spain,41.6175899,0.6200146,582,Lerida,1810,"['Napoleonic', 'French', 'Spanish', 'Catalan']",Napoleonic Wars,France,Spain,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p154",,
8674.0,Libertwolkwitz1813,Germany,51.2802496,12.4692059,585,Libertwolkwitz,1813,"['Leipzig', 'Russian', 'French', 'Libertwolkwitz', 'French']",Napoleonic Wars,France,"Habsburg Empire, Russia",,,,Land,,No,,,
,Liebertwolkwitz1813,Germany,51.2791324,12.4529114,"Clodfelter, p165",Liebertwolkwitz,1813,,Napoleonic Wars (War of Liberation),"Habsburg Empire, Russia",France,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p165",1,
8688.0,Ligny1815,Belgium,50.51228,4.57702,586,Ligny,1815,['Brussels'],Napoleonic Wars,France,Prussia,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
8724.0,Lindenau1813,Germany,51.4008664,13.7232368,588,Lindenau,1813,"['Napoleonic', 'French', 'Russians', 'Lindenau']",Napoleonic Wars (War of Liberation),France,"Habsburg Empire, Russia",,,,Land,,No,,,
8754.0,Lissa1811,Croatia,42.9087373,16.3022543,590,Lissa,1811,"['Napoleonic', 'British', 'French', 'French', 'Dubourdieu']",Napoleonic Wars (5th Coalition),United Kingdom,"France, Venice",,,1.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p148",,
8780.0,Lizasso1813,Spain,42.9686964,-1.6842261,592,Lizasso,1813,"['Maya', 'French', 'Pamplona']",Napoleonic Wars,France,"United Kingdom, Portugal",,,,Land,,No,,,
8788.0,Llera1812,Spain,38.3653328,-5.8416251,592,Llera,1812,"['Napoleonic', 'Villagarcia', 'French', 'Badajoz Province', 'Llerena']",Napoleonic Wars,France,United Kingdom,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p540",,
8816.0,Lodosa1808,Spain,42.4227403,-2.0773029,594,Lodosa,1808,"['Napoleonic', 'Spaniards', 'French', 'Tudela']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
8818.0,Lodosa1813,Spain,42.4227403,-2.0773029,594,Lodosa,1813,"['Spanish', 'French', 'Lerin', 'Lodosa', 'Mina']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
,Lomitten1807,Poland,54.3158923,19.8292858,"Clodfelter, p151",Lommiten,1807,,Napoleonic Wars (4th Coalition),Russia,France,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p151",,
8900.0,Loshnitza1812,Belarus,54.2808582,28.7508346,600,Loshnitza,1812,[],Napoleonic Wars (Russia Campaign),France,Russia,,,,Land,,No,,,
8934.0,Lowenberg1813,Poland,51.1095792,15.5905136,602,Lowenberg,1813,"['Napoleonic', 'Katzbach', 'Lowenberg', 'Leignitz', 'Prussians', 'French']",Napoleonic Wars (War of Liberation),France,Prussia,,,4.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p149",,
8944.0,Lubeck1806,Germany,53.8654673,10.6865593,603,Lubeck,1806,"['Baltic', 'Prussian']",Napoleonic Wars (4th Coalition),France,Prussia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p519",,
8958.0,Luckau1813,Germany,51.8530383,13.7099741,604,Luckau,1813,"['Berlin', 'Prussian']",Napoleonic Wars (War of Liberation),Prussia,France,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p550",,
8974.0,Lugo1809,Spain,42.9841429,-7.5463885,604,Lugo,1809,"['Napoleonic', 'British']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,,Land,,No,,,
8990.0,Luneberg1813,Germany,53.2464214,10.4115179,605,Luneberg,1813,['Napoleonic'],Napoleonic Wars (War of Liberation),"Prussia, Russia",France,,,,Land,,No,,,
9018.0,Lutzen1813,Germany,51.2558562,12.1417687,608,Lutzen,1813,"['Leipzig', 'Russians']",Napoleonic Wars (War of Liberation),France,"Prussia, Russia",,,3.0,Land,,No,"The Field and the Forge, Landers, p392; Clodfelter, Warfare and Armed Conflict, p164",,
9110.0,Magdeburg1806,Germany,52.1205333,11.6276237,615,Magdeburg,1806,"['Napoleonic', 'Prussian', 'Germany', 'Jena']",Napoleonic Wars (4th Coalition),France,Prussia,,,3.0,Land,,No,,1,
9136.0,Maida1806,Italy,38.887938,16.3817021,617,Maida,1806,"['Napoleonic', 'French', 'Naples', 'Britain', 'San Pietro', 'Catanzaro']",Napoleonic Wars (4th Coalition),"United Kingdom, Kingdom of Sicily",France,,,2.0,Land,,No,"The Field and the Forge, Landers, p391; Encyclopedia of Warfare, Showalter, 2014, p517",,
9162.0,Majadahonda1812,Spain,40.4737586,-3.8683123,618,Majadahonda,1812,"['Wellington', 'Madrid', 'Anglo', 'French']",Napoleonic Wars (Peninsula Wars),"United Kingdom, Portugal",France,,,,Land,,No,,,
9238.0,Maloyaroslavetz1812,Russia,55.0124333,36.4617563,623,Maloyaroslavetz,1812,"['Napoleonic', 'Russian', 'French', 'Moscow', 'Luhza', 'French']",Napoleonic Wars (Russian Campaign),France,Russia,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
9330.0,Manresa1810,Spain,41.7163888,1.8220818,630,Manresa,1810,"['Napoleonic', 'Spanish', 'Catalonia', 'French', 'Barcelona', 'Spanish']",Napoleonic Wars (Peninsula Campaign),Spain,France,,,,Land,,No,,,
9334.0,Mansilla1808,Spain,42.4979465,-5.4162096,630,Mansilla,1808,"['Napoleonic', 'Spanish', 'British', 'Spain', 'British']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
9398.0,Margalef1810,Spain,41.2848324,0.7534295,634,Margalef,1810,"['French', 'French', 'Spanish']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
9404.0,Maria1809,Spain,41.5427499,-1.0010465,634,Maria,1809,"['Napoleonic', 'Spanish', 'French', 'Maria']",Napoleonic Wars,France,Spain,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p536",,
9412.0,Maria Zell1805,Austria,47.7752925,15.3097605,635,Maria Zell,1805,"['Napoleonic', 'Vienna', 'French', 'Durrenstein']",Napoleonic Wars (4th Coalition),France,Austria,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p159. One Austrian vs one French corps",1,
9482.0,Martinique1809,Martinique,14.641528,-61.024174,640,Martinique,1809,"['Napoleonic', 'France', 'Britain', 'French']",Napoleonic Wars                (5th Coalition)  ,United Kingdom,France,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p545",,
9554.0,Maubeuge1814,France,50.280228,3.9674,645,Maubeuge,1814,"['French', 'Brussels', 'Lecocq', 'Maubeuge', 'Paris']",Napoleonic Wars,France,Saxony,,,,Land,,No,,,
9558.0,Mauritius1810,Mauritius,-20.348404,57.552152,645,Mauritius,1810,"['Napoleonic', 'British', 'French', 'British']",Napoleonic Wars (5th Coalition),United Kingdom,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p548",,
9564.0,Maya1813,Spain,43.203889, -1.481389,645,Maya,1813,"['French', 'Pamplona', 'British', 'British', 'French']",Napoleonic Wars,France,United Kingdom,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
9598.0,Medellin1809,Spain,38.963056,-5.957778,648,Medellin,1809,"['Medellin', 'French', 'Portugal', 'Medellin', 'Spanish', 'Spanish']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p535",,
9614.0,Medina del Rio Seco1808,Spain,41.8942,-4.9936,649,Medina del Rio Seco,1808,"['Napoleonic', 'Spanish', 'French', 'Spaniards', 'Madrid']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p531",,
9696.0,Mengibar1808,Spain,37.9712748,-3.8082965,654,Mengibar,1808,"['Mengibar', 'Napoleonic', 'Spanish', 'Mengibar', 'French', 'Reding']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
9736.0,Merxem1814,Belgium,51.2512626,4.4485629,657,Merxem,1814,"['French', 'European', 'French', 'Paris', 'British', 'Prussian', 'French', 'Antwerp']",Napoleonic Wars,"United Kingdom, Prussia",France,,,,Land,,No,,,
9794.0,Meza de Ibor1809,Spain,40.0181551,-5.6352799,660,Meza de Ibor,1809,"['Napoleonic', 'French', 'Spanish']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
9800.0,Miajadas1809,Spain,39.1547405,-5.9021324,661,Miajadas,1809,"['Spanish', 'French', 'French', 'Medellin']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
9892.0,Mir1812,Belarus,53.4539951,26.4698363,667,Mir,1812,"['Napoleonic', 'Russian', 'Russia', 'French', 'Stolsty', 'Minsk', 'Russians']",Napoleonic Wars,France,Russia,,,,Land,,No,,,
9934.0,Mockern (1st)1813,Germany,52.1523392,11.9539291,670,Mockern (1st),1813,"['Napoleonic', 'Germany', 'Napoleon', 'Mockern']", Napoleonic Wars ,"Prussia, Austria, Russia",France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p548",,
9936.0,Mockern (2nd)1813,Germany,52.1523392,11.9539291,670,Mockern (2nd),1813,"['Napoleonic', 'Prussians', 'French', 'Prussian', 'Leipzig']",Napoleonic Wars,Prussia,France,,,,Land,,No,,,
9950.0,Mogilev1812,Belarus,53.9007159,30.3313598,671,Mogilev,1812,"['Napoleonic', 'Russian', 'Russia', 'Russian', 'Dnieper', 'Russian', 'Smolensk']",Napoleonic Wars ,France,Russia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p526",,
9960.0,Mohrungen1807,Poland,53.9160398,19.9279337,672,Mohrungen,1807,"['Napoleonic', 'French', 'Danzig', 'Warsaw', 'Eylau']",Napoleonic Wars,France,Russia,,,2.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p168",,
9968.0,Molins de Rey1808,Spain,41.4183618,2.0322172,672,Molins de Rey,1808,"['Napoleonic', 'French', 'Spanish', 'English']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p168",,
10014.0,Monjuich1809,Spain,41.3640002,2.1674931,675,Monjuich,1809,"['Napoleonic', 'French', 'Gerona', 'French', 'Spanish', 'Gerona']",Napoleonic Wars ,France,Spain,,,,Land,,No,,,
10016.0,Monjuich1811,Spain,41.3640002,2.1674931,675,Monjuich,1811,"['Napoleonic', 'Spanish', 'Catalonia', 'Monjuich', 'Gerona', 'French']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
10088.0,Montereau1814,France,48.384734,2.956193,680,Montereau,1814,"['French', 'Paris', 'Austrians', 'Russians', 'Wurttemberg']",Napoleonic Wars,France,"Habsburg Empire, Russia, Wurrtemburg",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p552; Clodfelter, Warfare and Armed Conflict, p166-167",,
10104.0,Montevideo1807,Uruguay,-34.9011127,-56.1645314,681,Montevideo,1807,"['British', 'Spanish', 'Montevideo', 'French', 'Auchmuty', 'British']",Napoleonic Wars    (4th Coalition) ,United Kingdom,"France, Spain",,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p506",,
10122.0,Montmirail1814,France,48.870165,3.535925,683,Montmirail,1814,"['Napoleonic', 'French', 'Paris', 'Bluchers', 'Prussian-Russian']",Napoleonic Wars,France,"Prussia, Austria",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p554",,
10134.0,Montserrat1811,Spain,16.742498,-62.187366,683,Montserrat,1811,"['Napoleonic', 'French', 'Figueras', 'Marshal Louis', 'Barcelona', 'Spanish']",Napoleonic Wars,France,Spain,,,2.0,Land,,No,,,
10138.0,Monzon1809,United States,41.9102004,0.1811631,684,Monzon,1809,"['Napoleonic', 'Spain', 'French', 'Spanish', 'Monzon', 'Huesca', 'Monzon']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
10156.0,Morales1813,Spain,41.4639068,-5.7569432,685,Morales,1813,"['Wellington', 'Vitoria', 'French', 'French']",Napoleonic Wars,United Kingdom,France,,,,Land,,No,,,
10194.0,Mortmant1814,France,48.610984,2.888184,687,Mortmant,1814,"['Napoleonic', 'French', 'Paris', 'Austrians', 'Russians', 'Russian']",Napoleonic Wars,France,Russia,,,,Land,,No,,,
,Mount Kita1809,Montenegro,42.528056,18.4367003,"Clodfelter, p159",Mount Kita,1809,,Napoleonic Wars (5th Coalition),France,Habsburg Empire,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p159",,
10490.0,Namur1815,Belgium,50.4673883,4.8719854,708,Namur,1815,"['Waterloo', 'Prussian', 'Pirch', 'French', 'Namur', 'Pirchs']",Napoleonic Wars,France,Prussia,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p170",,
10628.0,Navas de Membrillo1811,Spain,38.9163743,-6.4815874,717,Navas de Membrillo,1811,"['Napoleonic', 'Spain', 'French', 'Merida', 'British', 'French']",Napoleonic Wars,United Kingdom,France,,,1.0,Land,,No,,1,
10704.0,Neumarkt-St-Viet1809,Germany,48.3790133,12.4418877,722,Neumarkt-St-Viet,1809,"['Napoleonic', 'Austrian', 'Bavaria', 'Franco-Bavarian', 'Muhldorf', 'Vienna']",Napoleonic War (5th Coalition),Habsburg Empire,"France, Bavaria",,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p159",,
10816.0,Niebla1811,Spain,37.3611241,-6.6785142,730,Niebla,1811,"['Napoleonic', 'Spanish', 'Andalusia', 'French', 'Seville', 'Spanish', 'Spain', 'Blake', 'Cadiz']",Napoleonic War,France,Spain,,,,Land,,No,,,
10886.0,Nive1813,France,43.3330226,-1.3712404,734,Nive,1813,"['Pyrenees', 'France', 'French', 'German']",Napoleonic Wars,"United Kingdom, Portugal",France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p544",,
10888.0,Nivelle1813,France,43.3369507,-1.5953863,734,Nivelle,1813,"['Pamplona', 'Wellington', 'Franco-Spanish', 'Wellington', 'French', 'Bayonne']",Napoleonic Wars,United Kingdom,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p372",,
11018.0,Nykarleby1808,Finland,63.5217598,22.5303558,743,Nykarleby,1808,"['Napoleonic', 'Russian', 'Finland', 'Swedish', 'Russians', 'Ny-', 'Vasa', 'Swedish']",Napoleonic War,Sweden,Russia,,,,Land,,No,,,
11030.0,Obidos1808,Portugal,39.3604212,-9.1582014,745,Obidos,1808,"['Obidos', 'Rolica', 'British', 'French']",Napoleonic Wars,United Kingdom,France,,,,Land,,No,,,
11036.0,"Ocana, Spain1809",Spain,39.8709393,-4.0273269,745,"Ocana, Spain",1809,"['Spain', 'Napoleonic', 'Spanish', 'French', 'Madrid', 'Madrid', 'French']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
,"Occhiobello, 1815",Italy,44.9195424,11.5681376,"Showalter, p559",Occhiobello,1815,,Napoleonic Wars (100 Days Campaign),Habsburg Empire,Kingdom of Naples,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p559",,
11076.0,Oitaven1809,Spain,42.4688394,-8.6927158,748,Oitaven,1809,"['Napoleonic', 'French', 'Spain', 'French', 'San Payo', 'Spanish', 'Mexican', 'Ojinaga', 'Mexico']",Napoleonic Wars,Spain,France,,,2.0,Land,,No,,,
11122.0,Olivenza1811,Spain,38.6826443,-7.1026661,751,Olivenza,1811,"['Napoleonic', 'Spain', 'Portugal', 'Spanish']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
11166.0,Oporto (1st)1809,Portugal,41.1579438,-8.6291053,754,Oporto (1st),1809,"['Napoleonic', 'French', 'Portugal', 'Portuguese', 'Chaves', 'Portugal', 'Portuguese']",Napoleonic Wars,France,Portugal,,,3.0,Land,,No,"Showalter, p535","Encyclopedia of Warfare, 2014, p535",
11168.0,Oporto (2nd)1809,Portugal,41.1579438,-8.6291053,754,Oporto (2nd),1809,"['Napoleonic', 'French', 'Lisbon', 'Anglo', 'Portugal', 'French', 'Spain']",Napoleonic Wars,"United Kingdom, Portugal",France,,,2.0,Land,,No,"Showalter, Encyclopedia of War, 2014, p535",,
11186.0,Oravais1808,Finland,63.301312,22.3781782,755,Oravais,1808,"['Napoleonic', 'Russo', 'Russian', 'Finland']",Napoleonic Wars,Russia,Sweden,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p568",,
11192.0,Orbigo1811,Spain,42.5196275,-5.9913131,755,Orbigo,1811,"['Napoleonic', 'Spanish', 'French', 'Benavides', 'French']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
11200.0,Ordal1813,Spain,41.3963977,1.8516468,756,Ordal,1813,"['France', 'Spain', 'Barcelona', 'Spanish']",Napoleonic Wars,France,"United Kingdom, Spain",,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p155",,
11236.0,Oropesa1811,Spain,40.0885049,0.1299073,758,Oropesa,1811,"['Napoleonic', 'French', 'Spain', 'Sagunto', 'British', 'Spanish']",Napoleonic Wars,France,"Spain, United Kingdom",,,,Land and Sea,,No,,,
11248.0,Orthez1814,France,43.48756,-0.7739279,759,Orthez,1814,"['Napoleonic', 'Bayonne', 'Portuguese', 'French', 'Orthez', 'Aire']",Napoleonic Wars,"United Kingdom, Portugal",France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p544",,
11262.0,Osma1813,Spain,41.587565,-3.0668549,760,Osma,1813,"['Napoleonic', 'Wellington', 'Vitoria', 'Maucune', 'Maucune', 'San Millan']",Napoleonic Wars,United Kingdom,France,,,,Land,,No,,,
11276.0,Ostrolenka1807,Poland,53.0876544,21.5592554,761,Ostrolenka,1807,['Warsaw'],Napoleonic Wars (4th Coalition),France,"Prussia, Russia",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p520",,
11282.0,Ostrowno1812,Belarus,55.1330086,29.8449318,761,Ostrowno,1812,"['Russian', 'Russia']",Napoleonic Wars ,France,Russia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p526",,
11318.0,Ourcq1814,France,49.1082329,3.1194603,764,Ourcq,1814,"['Napoleonic', 'French', 'Prussian', 'Meaux', 'Paris', 'Crouy']",Napoleonic Wars ,France,Prussia,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p167",,
11326.0,Oveida1809,Spain,43.3619145,-5.8493887,764,Oveida,1809,"['Asturia', 'Spanish', 'French', 'Asturian', 'Oveida', 'Oveida']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
,Palo Hincado1808,Dominican Republic,18.470275,-69.8930034,"Showalter, p544",Palo Hincado,1808,,Napoleonic Wars (Peninsula Campaign),Spain,France,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p455",,
11422.0,Pamplona1813,Spain,42.812526,-1.6457745,772,Pamplona,1813,"['Vitoria', 'British', 'Spanish', 'Pamplona', 'French', 'France']",Napoleonic War,"United Kingdom, Spain",France,,,,Land,,No,,,
,Panaro1815,Italy,44.6168085,11.010326,"Showalter, p558",Panaro,1815,,Napoleonic Wars (the Hundred Days),Kingdom of Naples,Habsburg Empire,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p558",,
11436.0,Pancorbo1808,Spain,42.6300393,-3.1114879,773,Pancorbo,1808,"['Napoleonic', 'Spanish', 'Zornoza', 'French', 'Pancorbo', 'Valmaseda']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p533",,
11496.0,Paris1814,France,48.856614,2.3522219,777,Paris,1814,[],Napoleonic Wars,"Austria, Prussia",France,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
11630.0,Peniscola1812,Spain,40.3593167,0.3654204,786,Peniscola,1812,"['Napoleonic', 'French', 'Pen', 'Spanish', 'Navarro']",Napoleonic War,France,Spain,,,,Land,,No,,,
,Pesaro1815,Italy,43.8998092,12.8594753,"Showalter, p559",Pesaro,1815,,Napoleonic Wars (100 Days Campaign),Habsburg Empire,Kingdom of Naples,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p559",,
11774.0,Piave1809,Italy,46.068752,12.3314323,796,Piave,1809,"['Napoleonic', 'Italy', 'French', 'Italian', 'Venice', 'Austria', 'Austrians', 'Italy']",Napoleonic Wars,"France, Italy",Habsburg Empire,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p159",,
11836.0,Pirna1813,Germany,50.9625175,13.9419168,800,Pirna,1813,"['Dresden', 'French', 'Pirna', 'Bonapartes']",Napoleonic Wars,France,Wurtemburg,,,,Land,,No,,,
11850.0,Pla1811,Spain,41.3637472,1.2871194,801,Pla,1811,"['Napoleonic', 'French', 'Italian', 'Spanish']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
11940.0,Polotsk (1st)1812,Belarus,55.4831573,28.7990619,807,Polotsk (1st),1812,"['Napoleonic', 'Russian', 'Russia', 'Polotsk', 'Prince Ludwig Wittgenstein', 'Bavarian', 'Russians', 'French']",Napoleonic Wars,"France, Bavaria",Russia,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
11942.0,Polotsk (2nd)1812,Belarus,55.4831573,28.7990619,807,Polotsk (2nd),1812,"['Napoleonic', 'Russian', 'Moscow']",Napoleonic Wars,Russia,"France, Bavaria",,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
11950.0,Pombal1811,Portugal,39.9167748,-8.6321415,807,Pombal,1811,"['Napoleonic', 'French', 'Portugal', 'Wellington', 'Pombal']",Napoleonic Wars,King's German Legion,France,,,,Land,,No,,,
12000.0,Port-au-Prince1803,Haiti,18.594395,-72.3074326,811,Port-au-Prince,1803,"['French', 'Santo', 'British', 'French']",Napoleonic Wars,Haitian Rebels,France,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p141",1,
12044.0,Portugalete1812,Spain,43.3182479,-3.0211969,814,Portugalete,1812,"['British', 'Spain', 'Spanish']",Napoleonic Wars,France,"United Kingdom, Spain",,,,Land and Sea,,No,,,
12062.0,Potsdam1806,Germany,52.3905689,13.0644729,815,Potsdam,1806,"['Napoleonic', 'Prussian', 'Berlin', 'Jena']",Napoleonic Wars (4th Coalition),France,Prussia,,,,Land,,No,,,
12076.0,Poza1813,Spain,42.6657196,-3.5016882,816,Poza,1813,"['French', 'Spanish', 'Spanish']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
